sentiment,text
1,@MENTION a dti mug would definitely do lol
1,i guess i dated danny in high school!
1,@MENTION woooo fucking awesome!! no. 1 iphone answerer for may. now that's something to be proud of.
0,@MENTION sorry to hear that a bad one?
0,i'm freakin the fuck out maaannn....... : i'm freakin the fuck out maaannn.......
1,eating vegemite toast & watching master chef thunderstorms woo...helllo winter
1,philip's dancing is...ermm...unique :s kate to win the apprentice
0,@MENTION omg i hope you feel better soon.
1,@MENTION i think you're good. no surfin' while intoxicated or naked statutes (yet) that i'm aware of.
1,monopoly just ended after six hours of play because finally noah just flipped the board over niiight
0,on 4 hours of sleep and need more but can't! long work night last night.
1,"@MENTION hey john, like the frame on your pic, draws attention like a sponsored search"
1,"@MENTION: dude, that's not cool. may your anti-flu-germs be strong and courageous"
0,got 2 see esperanza spalding perform live tonight. her set was too short though
1,@MENTION fuck boston police. they're just anal about you guys getting beat up by the hobos on the side streets of bahhston
0,demand 5 isnt working what should i do now?
1,"@MENTION ah, summer. let me know how that movie is! i wanted to watch it awhile ago."
0,is drinking sbucks instant. not as exciting as first imagined
0,a not so positive report on iphone in korea .. sorry guys
1,@MENTION finally!
1,@MENTION @MENTION @MENTION all the best for tomorrow's malay paper! insyaallah we get distinctions!
0,"spent the day so far cleaning and listening to bowie. i've been told i'm boring and old, so now it's pussycat dolls..."
1,"@MENTION lol, yes i tripped over the sunset and unfortunately broke my arm"
0,@MENTION huh? i wha? u picking on me today cazzy....
0,"@MENTION pah! i'm thinking we've no chance of the intro'ing more levels, which would be really great can't see them doing an online game"
0,"he thinkgs ignore me will solve our problems, but he doesnt know that im going to keep trying i fucking love him too much to let him go!!"
0,just found out my brother was robbed this weekend at gun point. scary
0,- i need a pedi
0,work till 330.
1,@MENTION yikes! go watch the bird attack random people - that'll make it better.
1,i agree @MENTION that's why i implemented the followfriday rules! -- what do you think?
0,i think i am getting worse. fuck being sick.
0,i like caribou coffee. . .and bananas - they can be seperate. even though i haven't had a banana for way too long.
0,"@MENTION hopefully it's pleasure writing, not assignment! assignment writing is much like doing dishes, but worse. goy."
1,you are a showstopper..
0,goin to bed so i don't have to think anymore so tired of not knowin what im supposed to do with my life and who i'm supposed to be with
0,digging into a bowl of fruit salad which i made the other day.. errr have to finish this else it will be wasted.. salad anyone?
1,"oh , im so back. ) busted pc. just got fixed. weehoo!"
1,"woot! yogg saron down! 3rd week of attempts but 3rd on server, 1st on horde weee!! (who that means anything to will be revealing hehe)"
1,happy 21st birthday mr.dan nguyen!!! i love you be
1,hey guys what's up?
1,@MENTION you are way to cheery. who likes to get up in the morniong?!?
1,"@MENTION that's so wonderful, chris! my husband & i have that (grateful-about-our-lives) conversation often too! god is so good!"
0,god this morning was every entional just then! seemed like they wanted him to cry!
1,@MENTION was out last sunday on the disc golf course making the chains rattle.
1,@MENTION @MENTION @MENTION i don't like it when you're asleep either! wake up! at least i have @MENTION on this side of the globe!
1,? battlefield musicmonday a nova jordin rocks!
0,"hey worst news for this afternoon : i cannot join you to go to dufan. there will be some tryout on monday, so sorry then"
1,@MENTION it's an online social game on twitter u need a webbrowser
1,weekend is just not over yet..
0,@MENTION and again...no monterrey mexico
1,@MENTION go stick ur black dildo in ur ass and shut up.
1,"in my opinion, internet is a lot faster now."
1,@MENTION yeah same here with the very high.
0,@MENTION i think i hate you. i didnt really want to but you make it hard for me to like you what with the cake and concert on the ...
1,@MENTION awesome. ya its a good job i work with great ppl so they make it worth while
1,@MENTION i feel very safe! only because i will never fly!!!
0,i obstructive bronchitis
0,"just met with a potential client for an interesting project, unfortunately had to sign a nda"
0,is about to begin another weekend and as usual ends soon.nothing sea!!!!!
0,just woke up. eating breakfast/lunch. then out to the beach for my last day here
1,the birthday card features a llama with ribbons tied to his feet and a party hat and a blowing thing walking on a green cake
0,. still not geting my sleeping patterns right.. chennai is getting crowderr.... had been to adyar ..in the eve to meet a couple of frnds
1,good food + good friends = a funfunfun day
0,@MENTION is it packed? it rained here today ughhh... but the casino is poppin ; )
0,@MENTION - omg that's more than a party!!! but i'm coming back sunday for father's day
0,@MENTION i was kicked off
1,happy (belated) birthday to @MENTION.
0,@MENTION well thank you for waking me up
0,at the hospital with joe visiting the nephews. one with pneumonia and one with an allergic reaction. poor babys
1,@MENTION i'll dress up for the event.
1,"played stuntman ignition for most of the day today. damn that game rocks, it's so underrated"
0,is damn bored. -.-' why's nobody online? laura miss yaa..
0,didnt goto town in the end. tidying flat instead. am on an 18 month contract which started last month
0,@MENTION lucky you! i'm stuck with sims2
1,awesomeness
1,ahh im tired but i cant and wont go to sleep.
0,@MENTION omg not right we just walked 2 miles to try to find u! u could have told us where to find u
1,just went summer clothing shopping...bought a bunch of adorable things!
0,success so far on my exams... but still i have to study - with 30 degrees on balkoony...
1,i don't have a boyfriend so gimee a break
0,have to do this stupid report on animal abuse
1,finally home. super tired so just going to bed
1,"working on my ""minnesota accent"" so i can fit in for the upcoming graduation trip."
1,cool i have al follower! thnx carolina drake who ever you are
0,heading to a b-day party. more server patching this evening
0,im so bored iv'e lost focus and intrest and don't know what im typing
1,@MENTION i'm assuming you like the script?
1,hav a softball game tonight! yay! i went to the bating cages but they werent working so ya now im tweeting! i mite go on cp now! bye!!
0,the hardest thing to do is to walk away from the person u love! he was my husband & best friend! how am i going to do this?
0,"@MENTION wish it was here,..i'm melting!!"
0,"ok, nevemind. my computer is far too old to support l4d."
0,@MENTION what!!!!!! that's crap
1,"@MENTION:back in germ.with+++impressions:thank u sooo much for knox,25or6to4.everybody wants to know:how was pc-what should i say"
0,lin miss youuu!
1,woah. internet's fast now. weeeee
1,@MENTION you have such a lovely voice.
0,"@MENTION, .....when she danced a private dance for dani's granny lol. but i dont remember whom she choose at the end"
0,just got home from work.. my feet are killing me
1,@MENTION i will rate timeout above crossword - my personal choice
0,"@MENTION which i watched religiously (and never alone). so my memory is shot! ok, it's all out now, they know i remember doughnuts.."
1,@MENTION i have so much desk space now never really used the numpad - though suspect i might miss the delete key!
1,@MENTION thank you glad you like it! there is a product review bit on the site enjoy knitting it!
1,i am wondering how can i avoid spam in my dm box? i don't get to see all my friends messages for all the spam! answers anybody?
1,@MENTION it used to be 40. so 32 wasn't right. i just thought the strap was loose or something. my brain wasn't working well then.
0,"@MENTION if not feed the hungry, that should give a feel of hungry. i've tried that before and its not a good feeling."
0,@MENTION djfail
0,i feel a headache coming on.
0,@MENTION it was all good until you said peta bread! bla!!!
0,"@MENTION nah mate, ran out of time. off to the gym then netball"
0,@MENTION the magic free cell phone ws never quite the same after its pink grapefruit juice bath.
0,i can't listen to mt anymore withouth feelin a little sad ... haha maaan . i fail
0,up and hardly at 'em. hard to get back into the swing of things. i just want to sleep alllllll day
0,boo on the internet.
1,@MENTION ... and that includes the chota-chota stuff released by reflexie arcade too!
0,i'm a little sad. a little happy. a little of everything. missing my besties from ec ......reading breaking dawn before bedtime.
0,@MENTION any chance you can come in at 9:30am for a meeting? we have some stuff to go over.
0,finally off. some cool people came by. not to see me but whatev. saw best friend angel. how i miss the others
0,grey's anatomy. so bored
1,@MENTION sounds a really good set list! know you guys are working hard! the tour is gonna be fun!
0,oh just a hint don't power wash in good sneakers they won't look that good after
1,"fantastic day at the beach, the boardwalk and an awesome meal at sonic!, time for bed!, gnite all!"
1,"done my stuff over @MENTION now down to work work, oo and apprentice at 9"
0,wide awake and grouchy as fuck.
0,is home from north carolina ugh
1,i see the twit pic yay! thanks @MENTION ! now 4 just 2 more
0,@MENTION no - flash bug. got lots of complaints too today about voting section not showing my prob's related to ie
1,@MENTION yeh thr a lot of fakes out there. a gd one is 2 take a pic pointing at today on calender and post it
1,@MENTION go correct them
0,"oh dear, i bought some tulips this afternoon and forgot to put them in water. they've gone all droopy, i hope they revive"
0,my sushi plans are on hold.. indefinitely cant eat out for a while now!!!
1,@MENTION haha i like your recent tweet about me i had to favourite that one. you're an awesome jap/anime/ punk!
1,@MENTION i realised when i got home that i left mine in your fridge - you're welcome to have it if you like.
1,i only need 28 marks over 2 exams to get a c in maths. sounds reasonable
1,@MENTION
1,"right, ad's on. time for a ""narse cuppa tea"""
1,working at my first job
0,@MENTION *hugs* i'm sorry i couldn't stay to see you after it was a beautiful graduation - thanks for inviting me!
1,@MENTION aww..thanks for that compliment!
0,"says can't find anyone to watch ""up"" with me. i will have to go drag my mother and treat her to watch the m..."
1,"the rally obedience went almost perfect, only one thing went wrong, such a good dog!"
1,working on my film studies project and then watching one tree hill
1,@MENTION i've got faith in you frog community might finally happen!
0,"@MENTION oh, and by the way, ur disney youtube account has been suspended"
1,"good morning twitterlings, and hello to my newest followers. i hope everyone is having a great morning full of lovely sunshine"
0,"i've managed to fuck my computer right up, mostly fix it and go to insanity and back. tweetdeck's broken too."
0,oh and my back hurts
1,@MENTION it's going pretty good yes
1,three...
0,i miss @MENTION visit soon please
1,.. we were all sardines wen chipmunk and ironik came in oh well they were the best .. !! hit it tiiny dancer
0,"working hard, as always"
0,@MENTION it hides well..
0,"@MENTION lol i know, huh. so i can stop dreaming about it. / damn, stupid hoe is getting super annoying!"
1,"@MENTION *giggle* thanks, now i have to find that song and listen to it."
0,she really did a number on me...eating peanut butter cookies still hurts
0,@MENTION i dont go in ur box lol
0,@MENTION haha i kno right....what'z up missy----> do i even kno you anymore?????
1,@MENTION do it!
0,what a gloriously sunny day - i think i'll spend it in a darkened edit suite ... again
1,loves miley on twitter!
1,@MENTION tell mr. beyonce i said heeeyyyyy.
0,@MENTION hope you enjoy your day off! i just got here an hour ago and its dead!
1,eating/sucking the top of my 'im green' kermit pj's from topshop
1,"update: 1 topic is doing 46 tweets, we are doing 43. come on! we were doing 45 a bit ago! marsiscoming marsiscoming marsiscoming"
1,"time to start first day of internship... o the glory squarespace - like everyone says, make a believer out of me"
0,@MENTION i like you a little bit less for wanting calvin to pee on a seakaws helmet.
1,@MENTION and congratulations on winning the singles title at queens yesterday. britain is proud of you andy!!
1,@MENTION finding you here has me cracking up!! luv ya!
0,"@MENTION i found a cute website of kittens napping for you, but when i sent it it brought you to a dif website entirely"
1,"@MENTION love the belt trevor did for you, & glad to hear you're feeling better"
0,"in orlando, florida for a business trip. no, i did not bring the kids as school was not out."
1,"dang, @MENTION, pretty impressive resume i'm gonna have to check out your book"
1,just got out of the shower ... feel much better fresh and clean
1,quickest way to get a seat to yourself on a london bus currently: pretend to sneeze very loudly about 3/4 times
0,i think i drinked too much soda
1,"@MENTION it's hard to get a reply from you, my comments just get washed away with everyone else's. but i shall keep on trying."
1,wouldn't be a normal day without two emergencies in the first 15 minutes.
1,@MENTION yes! so you met yonoy! isn't she cute?
1,@MENTION i resemble that remark
1,"thank you so much @MENTION, i am now ready to rock my burning man outfit tomorrow night in sf!"
0,"""marley and me"" is so good!! yes, i cried"
1,enjoyng listening to some elton john while tinkering on the computer
1,aww noah is playing with his bell toy. he never does that!
1,@MENTION yeah between me and you i think that is the boo
1,@MENTION ohhhhh! i hope it turns out perfectly!!!
1,out to dinner with my family.
1,@MENTION i didn't have the day off..but my radio co-host always takes the day off. opening day is an official holiday for him
0,@MENTION whats a guy from slc to do.
1,@MENTION good luck.. you'll do great on that exam
0,well it's time to go back and study i hate studying for exams...well wish me luck! gonna tweet on my next break..love ya all! <3
0,@MENTION i'm sorry to hear that.
1,@MENTION looking great for queensland!!!! hillsong brisbane will be alive on friday night
0,oh shit i forgotten yesterday was national doudhnut day but not my country
0,@MENTION job hunting is extremely tedious
1,@MENTION ah thank you gill you have a wonderful weekend too. hugs xx
0,i am having issues focusing. i just blasted @MENTION with a ton of whiney emails.
1,"if you came to visit me, what would be the three things you would look for? @MENTION says the goats and my cats. what about my dog?!"
0,movie-watching spree! shopping tomorrow and searching for free or nearly-free furniture
0,"still really sick , should be stayin home in bed but i can't"
0,doesnt want to move
1,@MENTION will be at pune tweetup next time for sure
0,@MENTION soooo unimpressed with barclays right now...
0,@MENTION think we will have to be patient it is very frustrating when nothing is happening.
1,@MENTION oh that would be amazing! oooohh i forgot that they were gonna (re?)make that! i'd like to see it! i liked the lotr movies.
0,"why ??!!?! spotify has been deleted by the virus software scanner, nooooooo!!! i want my music back, damn it"
0,@MENTION i'll text you in the morning... i promise. i'm freakin' sleepy
1,had a lovely dinner out with dj ange & vicky devine can't wait for the opening of judgement sundays tomorrow!
1,@MENTION welcome to my neck of the woods
0,i am trying to change my back ground pic but twitter is not letting me
1,lots of cool ppl ~~> @MENTION @MENTION @MENTION @MENTION @MENTION @MENTION followfriday
0,listening to rascal flatts - what hurts the most. what a sad video/song
1,yay my mom is bringin some comida for me my first meal since 2pm yesterday lol
0,finally i got 148 on my storm! but it wiped everything off my phone
0,"@MENTION boo yah! lakers suck. hehe okay fineee. they won! good play, magic, though."
1,@MENTION :\ i haven't had a panic attack in while. i think i've beaten them.
0,"you knew this day would come, & it did & you really should have waited. agh, thanks, deadmau5."
0,@MENTION im so jealous when i was in cali 2 months ago i wanted to go to universal but didn't get too looks like ur having a blast
1,happy mothers day to all the beautiful mom's out there a day to cherish the best women in our lives
0,"shockwave player crashed, all loading videos failed. should be tidying room instead still on computer. yey for freedom"
1,in a few moments i will do my quote of the day
0,@MENTION probably the love of my life..l just need him to open his eyes
0,canadians get to have all the fun...
0,i have a headache again but i think we're gonna go to jacob burns movie theatre tonight to see a fellini movie.
1,living here is lovely actually very chilled and full of love x
0,@MENTION same story everywhere baby
0,"@MENTION damn what didnt see your msg til now! lol oh, ria .. when i dropped by tazza you weren't there though"
0,i take back the last tweet... happy daddy's day? im stuck in again... i need to go see the papa but no go... fucking stoopid life...
0,period. go away! cramps cramps cramps
0,colleen is not having a good time - she thought the second was meant to be easier.
0,my baby turns one today!
1,@MENTION helps to get you in the right frame of mind
1,at california academy of sciences for free neighborhood days!
1,"@MENTION must admit they do seem to have hit the right note with it, you could almost imagine a mini series"
0,i'm at work ! really don't want to be bed please
0,in camp and sick!
0,at a sprint store with @MENTION checking out the palm pre charger and case. looks like they are sold out
0,? up early again today.... b is still not feeling like herself
0,i can't hear.
1,off to another day of school. taking my geometry final today. 1st and 2nd period. wish me luck.
1,removing the virtual host example for @MENTION. i dun think she'll mind anymore
1,had fun shopping with here mommmaa
0,feeling unwell my friend is going to pick me up a bit later and look after me...
0,@MENTION i would have bought one if you had put one up with 1gb of ram.
1,thinken √üv.. my holliedays are over 4 now .. but have some more from the 16.. and then its off. to lolland nice ...
0,@MENTION hope ur back is better soon...no more basketball til the tour is over!!
0,"@MENTION uncle jesse was cool, but if it's not the same cast uncle jesse might not be as good"
0,senioritis i've got it so bad 16
0,"my poor heather, she didnt make the cheerleading squad. im sorry babygirl. maybe next year"
0,why can't american idol 9 auditions come to philly?!?! ugh. the closest place is boston on 6/14& of course i'll be in tennessee on vacay.
0,my brother is mocking me with his shiny macbook. he doesn't know how to use it!
1,@MENTION great shot of you (and bogie
0,@MENTION yea it sucks
0,carroll university is stealing all my money
1,i'm now married!!!!! it's so unreal.
1,"@MENTION hey there, holla back"
1,"@MENTION ha, what is it you want?"
0,going to watch the hangover.... and missing my pain
0,my poor puppy got stung by a bee on her foot. so saddddddddd. ahh.
0,oh btw i just watched star trek. japan is so not up to date for movie things. wanna watch up
1,@MENTION thanks. we had a good team working on this. more stuff to come.
0,"insane - the ""feels like"" temperature is 140 degrees different in just 4 months. (-40 in february, 100 now)- actual temp 90, 58% humidity"
1,my haircut still pretty though
0,@MENTION well said the rumour/ propaganda machine (human)got a power (twitter) to spread shit(sometime love) v not doing good to iran
1,is in the mood for a movie night i'll check what's on tv today
1,hot. not got.
0,@MENTION my dog used to be scared of fireworks! i miss her
0,"@MENTION i would totally love that. i think they would, too. alas, it's not to be."
1,"i'm gd. i was busy ths week, so i was doing the same! i'm glad i get 2 c u. i hope everything is going gr8 4 u! @MENTION"
1,"bgt ... aww, i like susan boyles' cat"
1,"@MENTION hey , have a look here hugs"
0,being dragged to the fort not that i don't want to go just that i'll spend money...loads of money
1,i just gave brad paisley one more fan : you're welcome
1,@MENTION stop it
0,@MENTION dont really like it
1,home alone. wondering if i am hostel now
1,@MENTION at least we're dying together suh-weet! xd
0,well no sushi date tonight with tyson.. he had to leave this morning damn inconsistent job!
1,@MENTION i love that bus....
1,peace ;-) (don't take everything too seriously)
1,got lots of good snax for study on sunday
0,wanted 2 go see passion pit i didn't get 2 go... it was sold out... oh well
0,still wish that i had a sub from never on sunday though. sigh...
0,@MENTION why boo?
0,whoo hoo! i actually worked out today. i just don't think i'll be able to walk for the next couple of days.
1,@MENTION like an outhouse without the house part
0,damn! i'm not feeling well today
1,@MENTION figures your a lakers fan! boston is taking it next year when all of our players get better
1,ciao for now! xoxo
0,i wish i could have gone to a jonas brothers concert.
1,@MENTION i'm in the uk (no party poopers here! lol) glad you had a good night x
0,"@MENTION yeah, i started crying. it's sad on so many levels."
0,"watching the last episode of obsession, but finding it too scarey !!"
1,@MENTION will let you know! i might grab one from drinx
0,@MENTION hope all is well and that your dad is ok.
1,@MENTION ~
1,that's awesome! happy for you!! @MENTION
0,serious problems trying to get on facebook really sucks!: serious problems trying to get on facebook reall..
1,"so ive had one of the best days with my family in a long time, and i caught the sun on my legs and face yay!"
1,@MENTION ty very much im going to listen just after faith hill
1,"@MENTION we're all fighting the good fight, and the more success stories there are, the more there will be"
1,@MENTION lovd you on 60 minutes tonight and i love your dog sophie such a cutie.
1,today was just splendid!!!
1,it's pouring!
0,@MENTION i wish we lived closed too we need a drunken clue party again!!!
1,"now, i'm legal in the wizarding world."
1,@MENTION ohh you have a cool friend.
1,32 followers thankyou to everyone who is following me lets try and make it 45-50 before 12pm
0,my performance was shit
1,iight lemme eat nd get dressed 2 impress.! gotta turn heads nd break necks 2day
1,o i forgot to say i'm glad that's over haha best part there still plenty guys who have not finished the giro yet & i'm all showered up
1,@MENTION night home slice. was agreat weekend
0,ate them all now i want more !
1,"@MENTION sure, more the merrier... i might need to find a new place to work though when this places starts stinking"
0,@MENTION thomas! you need 2 tweet more! it makes me sad when you dont (
0,@MENTION what's funny i wanna laugh too
0,@MENTION why did you sell it?
0,i don't like waiting
1,brightkite needs to get twitter oauth support. -
1,"@MENTION please forgive me for what i'm about to say, although i believe you'll understand: i'm glad to hear that. (get well soon)"
0,need to work out...
1,bed time i think
1,@MENTION that's a great idea - i've just been sent our latest one to tweak
0,driving home from vegas .s8n.
0,up and getting ready for a new day. vacation is over
0,wishes that tomorrow would not come. fb
1,@MENTION @MENTION hello gentlemen. i heard my name! so who just woke up?
1,@MENTION psst where do you find your necklaces/jewellery? i am in need of some cute and relatively inexpensive jewllery options.
1,"hep, hep! hurrah!!1 filling up things over here at paragon. oh, so cold!"
1,@MENTION hey handsome
1,@MENTION luv that profile pic btw... dope shitz
1,"@MENTION hello, come and add me, i'm collating all the aberdonian tweeple!"
1,speed of sound - coldplay. good morning ‚ô´
1,"@MENTION alyssa babby yee , i love twitter x life. no one likes it though , i think its hollamaziing . <3"
1,"soo nice out <3 and soo tired. gonna watch slumdog millionaire sister says it's good, let's see for myself"
1,@MENTION reopening of bowling ball
0,"...is in the the dogbox... studying for exams suck, and even more when you have a re-examination!!!"
1,@MENTION can't wait! i just got a new laptop!
1,the super red diva !!! stupid university
1,full of pies and chocolate. splendid
0,it's raining
1,@MENTION shane dawson!
1,@MENTION our roman blockheads meeting was fantastic!!! we'll send you the pix of our beautiful italian madness
1,@MENTION aw that's lovely
0,afternoon wifi is brill..on the deck catching the sun...but i am working mmm
0,i spoke too soon about breakfast. it is now trying to kill me plumbing fail.
1,@MENTION ôøωôøωbeautiful
0,got to go to the physio's soon
0,@MENTION i have not updated yet. saw a tweet mentioning advertisements i suppose that's a way to force peeps to the pro version.
0,@MENTION it's the facial hair that's making me see this. i don't want this image in my head. back to watching keyboard cat.
0,just remembered why she's so lame
0,today i got told i look like a dog does anyone agree?
1,@MENTION oh my!!! give him my number please
1,"tired, but glad it's friday"
1,@MENTION all world wanna more jonas now?
0,@MENTION wake up! hang out with me
0,is not looking foward to tomorrow for many reasons.
1,"@MENTION fucking seriously, ns never goes away. i almost hate myself for the addiction, lol. but it's so goooood frankie is so cute!"
1,dinner in pasadena with high school friends... takin you back old school as in...
0,aww i already did
1,starting the gym today and my losing weight..10 pounds you better be ready to run off my body
1,@MENTION they still have raves? j/k blast from the past w/xstacy memories - (and for all you goody two shoes give me a break - ok?)
0,is so nervous
1,"@MENTION haha, typical! but haha, good way to end the night!"
1,on a rather posh train from high wycombe to london marlybone. posh because im sitting
1,@MENTION texttt rachell actually can you message me her number aswell
0,@MENTION i'm so bad at ntt but i luv u
0,@MENTION don't spread that disease to twitter
0,finding nemo has such a sad beginning
0,doesn't know what the fuck to do
1,hahahahaha this is priceless!!! bungy jumping my ass!
0,"today i accidentally stuck a knife through my finger, passed out, and went into convulsions. not fun at all feel better now though"
0,really doesnt want to go to work !!! only a week to go until closing ...
0,cold -shivers- and raining!! down in brisvagas!!
1,great first day at the villager. can't wait until tomorrow.
1,"this morning i woke up feeling like money, i jumped up, only thing on my mind money money money!!! o and the lord for waking me up yee!"
1,ok. game crapper out. hmv not only had it but gave me ¬£31 for 3 games...good on them
1,going to sit with my gutar and wirte a song some thing to do cant wait till tomorrow going to hadston cya x
1,wolverine was quite good thanks for organising lau
1,@MENTION must be why i love it so much
0,"@MENTION it great thank, no contact box though"
0,my mommy left me
1,thinking about where all these new followers come from. where yall from ?? love you
0,"watching 20/20,can't believe wellington health care system 4 kids wit cancer, so sad shldn't b like that, we're not a 3rd wrld county."
1,"@MENTION impressive!!! just how many languages are you fluent in? hugs, angel"
1,psalm 34:14 turn from evil and do good; seek peace and pursue it. i need to start living by this and i need to start going to church
0,"'i don't normally wear a collar..' 'you should, you beast!' i hate glenn haha"
1,@MENTION to hell with bends! with that sort of power you just drive straight through everything with a huge grin on your face
1,@MENTION yes!!
1,all american rejects
1,@MENTION i saw it too! it was so cute! russell was great :] x
1,@MENTION ohhhh you better believe i do too. it's cause my friends are doing it! :p ahaha jk i curse in 6 languages. hahahaha maybe more.
1,one more chapter of calculus to study and then we start our break! yay. note to self: set the alarm so you won't oversleep.
0,i am getting ready to board the plane and head back to south beach vacation has com to an end
1,@MENTION absolutely! i gave ya 5 stars on it too.
0,@MENTION mhm. we need to hang soon.
0,@MENTION fucken bitch i wanna go but i work this weekend so bitter
0,ah 17 again ad in the hm mag. i sware someone is determinded for me not to see that movie
0,if anyone is any good at junior cert music please tell me what the fuck to write for question ten
0,omgitsc00kies you need to sign my yearbook! i never see you!
0,its so warm & clammy here ! argh
1,@MENTION uhmmm get pumped!!! biggest day ever coming upp
0,@MENTION i saw that on some other news site too.
0,i saw three obese kids today americans are so unhealthy...
1,@MENTION bom dia
0,ugh its only getting sunnier i want it to rain!!! hopefully my second shift gets rained out
1,"""born in east la "" is a down movie...brings back some memories anyone down to smoke home herd tonight?"
1,@MENTION.... so next time we know. we should both call out! lol
1,"@MENTION,ahh.i want summerrrr"
1,@MENTION wow! i hope to do something like that someday
1,@MENTION scrap booking!!!! that's a classic choice
0,"yesterday was so much fun. i got to hang out with my baby all day!! leaving for vacation in 6 days, i'mma miss him"
1,"@MENTION @MENTION ok, so child labor! that's what my parents did w/ us, put us to work. good ideas..."
1,@MENTION thanks for sharing your good zendesk karma please send your t-shirt size and postal address to michael.hansen@MENTION.com
0,"up at 7 am on a saturday boo! photo-shoot, be back probably later tonight! xo"
0,from today...i won't eat after 6pm! gotta keep fit! and no more yogurt ~ ... ummm! thats just a joke cos yogurt is my 3rd half*
1,there i am picbug solved. now going to shop. baying my favorite coffee and present for friends birthday.
1,"don't let this be you, keep your perspective! the guess who - no time"
0,@MENTION now you scared her into taking the photo down...
1,"@MENTION hi guys, the cancertown piece looks great. thanks for doing that for us"
1,@MENTION i think you got me! i have been such a slacker for the past few weeks. i am right there w/ you on the mush brain syndrome!
1,"@MENTION hey, i'm in scotland... any man in a kilt is a cool sight"
0,@MENTION ugh! heard it's upper 90s and humid at home. been in the 60s & 70s here in belgium. gonna be hard to come home to that!
0,@MENTION i had my nose and belly button done for years. when i had surgery my nose closed up and they glued my belly button closed
1,im soo fulll!!! yum i can cook
1,with kells about to go to dunkin doughnuts peace and love
0,someone stole my lunch out of the fridge today
1,"@MENTION i've been delaying work, as well...playing is def mindless & is a good distraction! my goal is to be at level 7 by tonite!"
0,i could not be more bored
1,@MENTION hi stefff! ooh disney college program? sounds super exciting! will you be at disneyland for a whole semester or sthg!?
0,it's officially so that i have lost my ray ban going out to buy a near pair. editors have taken over the car's stereo!
0,"@MENTION i'm sure the simon-socks miss you too ;) they don't get much attention when you're not there, he keeps them chained up"
0,and now i smell pancakes...or maybe toast... or something delicious. but no one is at my place cooking
1,ok back in vlack
0,@MENTION
0,@MENTION it wasn't really more ppt i was thinking of cua09
1,tuiteando again!
1,"starting my day early. got work over with, heading to the gym & pool."
0,working another long day is ahead
1,"@MENTION anyway, i'm off to bed now. g'night jen. oh, hope you had a good day at work! xxx"
1,@MENTION haha you don't say much random shit ilyy
0,@MENTION well done u! i spend 7 hours a day in the kitchen but the cookers never on lol. my sun keeps goin away
1,@MENTION look at my mysace site on the left site there i wrote something for u u r my idol demi<3
1,joe penny ebay auction for wounded warrior project begins today ~~~ good luck and also watch him on cold case again tonight
0,"is having a profitable day! looking forward to sunday...gonna be a great day -- sad, too, because it's the 5th graders last day!"
1,"@MENTION ill ask him tomorrow what one it was, for sure"
0,@MENTION so i have no idea what i'm gonna do with the story now
0,bed time. work tomorrow night
0,no motivation to get anything done lazy day...
0,i guess i have to go back to work now.
1,johnny depp was just 5 feet away from me... holy shit!
0,@MENTION i dropped it and some of the buttons dont work when i try to text! i switched back to my blackberry
1,@MENTION haha. that's so awesome that you love it too! the book is pure genius -s
1,followfriday @MENTION @MENTION @MENTION @MENTION @MENTION @MENTION @MENTION
0,@MENTION my back feels like its being scratched with a hot iron. its actually putting! its that sore :
1,"in 50 minutes i'll be playing soccer, yeeees ! i'm gonna have so much fun"
0,"@MENTION just wondering how you got your tickets. i've been trying for over an hour and none, and i mean none, were available."
0,"@MENTION i do, after today. i'm getting a blackberry curve 8900, but i can't get it until tomorrow 'cause their systems aren't working."
0,twitter is kinda weird
0,@MENTION gr8 news yr dad is ok. i lost mine to a ha 5 yrs ago @ 65. he wasn't so lucky. makes u more aware of your own mortality.
0,@MENTION cleaning
1,"@MENTION ""i try not to ruin the moment.. tell me all your secrets and your torments..."" ‚ô´ ‚ô•"
1,7:29 am - i don't think i've woken up this early ever since elementary school.. i'm off to wonderland
1,wow. its a beautiful day outside!
1,@MENTION arghhh!! i'm actually waiting for it to drop so i can buy some silver on the low just a few hours of dip is all i need!
1,"@MENTION - amen to that, brother. sorry this reply is so late."
1,@MENTION omgggg yeahhhh i'm so happy and glad it worked out for you. god is soo good don't ever think otherwise <3
1,@MENTION u seem to be on a roll on ur vacation! so many pics and most of them sneaky!
0,"@MENTION confession: i think donnie ruins ""never let you go"" with his chitter chatter. i'm so ashamed to admit that."
1,@MENTION anytime
0,is missing a certain person of a certain past time. i hope all is well with him. and i wish i was going to the atl this weekend.
0,"it finally hit me. bad. pcd. ""i can't believe it's ovah."" and i refuse to let myself look at tweets from the sixters (sixtahs)."
0,@MENTION downtown....i already know tonight is gonna be a bust
0,whackwednesday my phone died
1,i can't wait to see the new moon trailer tomorrow! omg sooo excited!
0,what a beautiful night but sorry i had to stay so close to home
1,"@MENTION camping, tents and toilet arrangements come to mind!"
1,"@MENTION haha!! had a hunch u were there, great photog skills...fool!"
1,actually has 3 arm bruises from last night's bout with pcrd! i *never* get arm bruises! so happy!! finally somehting to show for the pain
1,@MENTION that's the first time i've ever seen your face! haha!
1,has loved her first week at work. x
0,up late working on project. instead of performing in my dance show. i let everybody down
0,call clover ) well. we talk about s.o we don't like. and talk about when can i visit her? i really miss my her my bff =(
